,dept,title,url,button,pdf_count,pdf_urls,ext_link_count,ext_links
79,_info,Payment Options,http://www.cityofchicago.org/city/en/depts/fin/supp_info/revenue/parking_and_red-lightnoticeinformation5/other_payment_options.html,False,1,http://www.cityofchicago.org/content/dam/city/depts/rev/supp_info/PaymentProcessing/EZ_Pay_Station_Locations.pdf,1,https://parkingtickets.cityofchicago.org/CPSWeb/web/EnterTickets.jsp
80,fin,Consolidated Notices for Businesses,https://www.cityofchicago.org/content/city/en/depts/fin/supp_info/revenue/Payment%20Options/consolidated_noticesforbusinesses.html,False,0,,0,
81,fin,CAFR,https://www.cityofchicago.org/content/city/en/depts/fin/supp_info/comprehensive_annualfinancialstatements/cafr_disclosure.html,False,0,,1,http://mailto:General.Accounting@cityofchicago.org
82,fin,File a Revenue Services FOIA Request,https://www.cityofchicago.org/content/city/en/depts/fin/supp_info/revenue/rev_foia.html,False,3,https://www.cityofchicago.org/content/dam/city/depts/rev/supp_info/CityofChicagoEmployeeswhohaveSignificantCityDebt/EmployeesWhoHaveSignificantCityDebtMay252011.pdf | https://www.cityofchicago.org/content/dam/city/depts/rev/supp_info/IndividualswithHighAmountsofOutstandingParkingViolationDebt/TopParkingViolationScofflaws8-7-2014.pdf | https://www.cityofchicago.org/content/dam/city/depts/rev/supp_info/TaxPublicationsandReports/TaxJudgments033114.pdf,2,http://mailto:DORfoia@cityofchicago.org | http://mailto:DORfoia@cityofchicago.org
83,fin,Municipal Marketing,https://www.cityofchicago.org/content/city/en/depts/fin/supp_info/municipal_marketing.html,False,18,https://www.cityofchicago.org/content/dam/city/depts/fin/supp_info/Municipal%20Marketing/ClarifyingQuestions71417.pdf | https://www.cityofchicago.org/content/dam/city/depts/fin/supp_info/Municipal%20Marketing/RFI/Municipal_Marketing_RFI.pdf | https://www.cityofchicago.org/content/dam/city/depts/mayor/Press Room/Press Releases/2012/December/MunicipalMarketing.pdf | https://www.cityofchicago.org/content/dam/city/depts/fin/supp_info/Municipal%20Marketing/RFI/Municipal_Marketing_RFI.pdf | https://www.cityofchicago.org/content/dam/city/depts/fin/supp_info/Municipal%20Marketing/RFI/RFI_Pre_Submittal_Conference_Attendees.pdf | https://www.cityofchicago.org/content/dam/city/depts/fin/supp_info/Municipal%20Marketing/ClarifyingQuestions71417.pdf | https://www.cityofchicago.org/content/dam/city/depts/fin/supp_info/Municipal%20Marketing/RFI/MM_RFI_SubmissionList_08312017.pdf | https://www.cityofchicago.org/content/dam/city/depts/fin/supp_info/Municipal Marketing/MunicipalMarketingFramework092712.pdf | https://www.cityofchicago.org/content/dam/city/depts/fin/supp_info/Municipal%20Marketing/CDN_Ordinance_and_Program_Agreement_121212.pdf | https://www.cityofchicago.org/content/dam/city/depts/fin/supp_info/Municipal%20Marketing/CDN_Management_Ordinance_111313.pdf | https://www.cityofchicago.org/content/dam/city/depts/fin/supp_info/Municipal%20Marketing/CDN_Managment_Ordinance_111616.pdf | https://www.cityofchicago.org/content/dam/city/depts/fin/supp_info/Municipal%20Marketing/Executed_1st_Amendment_to_Program_Agreement.pdf | https://www.cityofchicago.org/content/dam/city/depts/fin/supp_info/Municipal%20Marketing/Vector_Media_Contract.pdf | https://www.cityofchicago.org/content/dam/city/depts/fin/supp_info/Municipal%20Marketing/Chicago_Bikeshare_Ad_and_Sponsorship_Contract.pdf | https://www.cityofchicago.org/content/dam/city/depts/fin/supp_info/Municipal%20Marketing/Chicago_Bikeshare_Van_Wagner_Amendment_1.pdf | https://www.cityofchicago.org/content/dam/city/depts/fin/supp_info/Municipal%20Marketing/Chicago_Bikeshare_Outfront_VW_Amendment_2.pdf | https://www.cityofchicago.org/content/dam/city/depts/fin/supp_info/Municipal%20Marketing/Chicago_Bikeshare_Outfront_VW_Amendment_3.pdf | https://www.cityofchicago.org/content/dam/city/depts/fin/supp_info/Municipal%20Marketing/Bike_Share_Sponsorship_Agreement_BCBSIL.pdf,1,http://mailto:marketing@cityofchicago.org
84,fin,Parking Information,https://www.cityofchicago.org/content/city/en/depts/fin/supp_info/revenue/ParkingInfo.html,False,0,,0,
85,fin,Public Private Partnerships,https://www.cityofchicago.org/content/city/en/depts/fin/supp_info/public_private_partnerships.html,False,0,,0,
86,fin,Report on Federal Awards,https://www.cityofchicago.org/content/city/en/depts/fin/supp_info/report_on_federalawards.html,False,9,https://www.cityofchicago.org/content/dam/city/depts/fin/supp_info/SingleAuditReports/Single_Audit_2008.pdf | https://www.cityofchicago.org/content/dam/city/depts/fin/supp_info/SingleAuditReports/Single_Audit_2009.pdf | https://www.cityofchicago.org/content/dam/city/depts/fin/supp_info/SingleAuditReports/Single_Audit_2010.pdf | https://www.cityofchicago.org/content/dam/city/depts/fin/supp_info/SingleAuditReports/Single_Audit_2011.pdf | https://www.cityofchicago.org/content/dam/city/depts/fin/supp_info/SingleAuditReports/Single_Audit_2012.pdf | https://www.cityofchicago.org/content/dam/city/depts/fin/supp_info/SingleAuditReports/Single_Audit_2013.pdf | https://www.cityofchicago.org/content/dam/city/depts/fin/supp_info/SingleAuditReports/Single_Audit_2014.pdf | https://www.cityofchicago.org/content/dam/city/depts/fin/supp_info/SingleAuditReports/Single_Audit_2015.pdf | https://www.cityofchicago.org/content/dam/city/depts/fin/supp_info/SingleAuditReports/Single_Audit_2016.pdf,0,
87,fin,Setting Interest Rate on Rental Agreement Security Deposits,https://www.cityofchicago.org/content/city/en/depts/fin/supp_info/interest_rate_onrentalsecuritydeposits.html,False,0,,0,
88,fin,Tax Information,https://www.cityofchicago.org/content/city/en/depts/fin/supp_info/revenue/TaxInfo.html,False,0,,0,
89,fin,Emergency Telephone System Surcharge - Landline (2908),https://www.cityofchicago.org/content/city/en/depts/fin/supp_info/revenue/tax_list/emergency_telephonesystemsurcharge.html,False,1,https://www.cityofchicago.org/content/dam/city/depts/rev/supp_info/TaxRulingsandRegulations/911Ruling1.pdf,0,
90,fin,Emergency Telephone System Surcharge - Wireless (2906),https://www.cityofchicago.org/content/city/en/depts/fin/supp_info/revenue/tax_list/emergency_telephonesystemsurcharge-wireless.html,False,0,,0,
91,_info,Tax Division FAQs,https://www.cityofchicago.org/city/en/depts/fin/supp_info/revenue/TaxDivisionFAQs.html,False,0,,3,http://library.amlegal.com/nxt/gateway.dll/Illinois/chicago_il/municipalcodeofchicago?f=templates$fn=default.htm$3.0$vid=amlegal:chicago_il | https://webapps1.cityofchicago.org/TaxWeb/ | https://webapps1.cityofchicago.org/TaxWeb/
92,fin,Checkout Bag Tax (2737),https://www.cityofchicago.org/content/city/en/depts/fin/supp_info/revenue/tax_list/CheckoutBagTax.html,False,6,https://www.cityofchicago.org/content/dam/city/depts/rev/supp_info/TaxPublicationsandReports/3-50ChicagoCheckoutBagTaxOrdinance.pdf | https://www.cityofchicago.org/content/dam/city/depts/rev/supp_info/TaxPublicationsandReports/CheckoutBagTaxAffidavitforApportionment.pdf | https://www.cityofchicago.org/content/dam/city/depts/rev/supp_info/TaxPublicationsandReports/CheckoutBagTaxFAQs.pdf | https://www.cityofchicago.org/content/dam/city/depts/rev/supp_info/TaxPublicationsandReports/Checkout%20Bag%20Tax%20Placard.pdf | https://www.cityofchicago.org/content/dam/city/depts/rev/supp_info/TaxPublicationsandReports/CheckoutBagTaxSamplestorereceipts.pdf | https://www.cityofchicago.org/content/dam/city/depts/rev/supp_info/TaxPublicationsandReports/GuidanceontheCheckoutBagTax.pdf,1,http://mailto:RevenueDatabase@cityofchicago.org
93,fin,Update to Other Tobacco Products Tax,https://www.cityofchicago.org/content/city/en/depts/fin/provdrs/tax_division/news/2016/june/UpdateToOtherTobaccoProductsTax.html,False,0,,0,
94,fin,Application for Small New Business Exemption,https://www.cityofchicago.org/content/city/en/depts/fin/provdrs/tax_division/news/2016/january/Application_for_Small_New_Business_Exemption.html,False,1,https://www.cityofchicago.org/content/dam/city/depts/rev/supp_info/TaxApplicationandAffidavitForms/SmallNewBusExemptionApplication.pdf,0,
95,fin,MPEA Airport Departure Tax Stamp Process Change,https://www.cityofchicago.org/content/city/en/depts/fin/provdrs/tax_division/news/2015/june/MPEAAirportDepartureTaxStampExchange.html,False,3,https://www.cityofchicago.org/content/dam/city/depts/rev/supp_info/TaxPublicationsandReports/MPEATaxProcessChange01122016.pdf | https://www.cityofchicago.org/content/dam/city/depts/rev/supp_info/TaxPublicationsandReports/CoCMPEALimoCorpAcctinfo.pdf | https://www.cityofchicago.org/content/dam/city/depts/rev/supp_info/TaxPublicationsandReports/CoCMPEADriverFAQ.pdf,0,
96,fin,New Liquid Nicotine Product Tax Effective 1/1/16,https://www.cityofchicago.org/content/city/en/depts/fin/provdrs/tax_division/news/2015/june/NewLiquidNicotineProductTaxEffective1-1-16.html,False,0,,0,
97,fin,URPO Ruling 5 Effective 1-1-2016: Mandate of on-line tax filing,https://www.cityofchicago.org/content/city/en/depts/fin/provdrs/tax_division/news/2015/june/URPORuling5Effective1-1-2016.html,False,1,https://www.cityofchicago.org/content/dam/city/depts/rev/supp_info/TaxSupportingInformation/URPORULING5.pdf,3,https://mytax.illinois.gov/mydec/_/ | https://webapps1.cityofchicago.org/TaxWeb/ | http://locations.weconnectchicago.org/
98,fin,November 2015 Transaction Tax Information Bulletin,https://www.cityofchicago.org/content/city/en/depts/fin/provdrs/tax_division/news/2015/june/NonpossessoryComputerLeases.html,False,1,https://www.cityofchicago.org/content/dam/city/depts/rev/supp_info/TaxSupportingInformation/TransTaxInfoBulletinNonpossessoryComputerLeases.pdf,0,
99,fin,November 2015 Nontitled Use Tax Information Bulletin,https://www.cityofchicago.org/content/city/en/depts/fin/provdrs/tax_division/news/2015/june/NontitledUseTaxasitrelatestoconstructioncontractors.html,False,1,https://www.cityofchicago.org/content/dam/city/depts/rev/supp_info/TaxSupportingInformation/NontitledUseTaxInfoBulletinforContractors.pdf,0,
100,fin,Amusement Tax Ruling 5 Effective 7-1-2015,https://www.cityofchicago.org/content/city/en/depts/fin/provdrs/tax_division/news/2015/june/AmusementTaxRuling5Effective7-1-2015.html,False,1,https://www.cityofchicago.org/content/dam/city/depts/rev/supp_info/TaxRulingsandRegulations/AmusementTaxRuling5-06092015.pdf,0,
