,dept,title,url,button,pdf_count,pdf_urls,ext_link_count,ext_links
202,streets,Check Status of Graffiti Removal Service Request,https://www.cityofchicago.org/content/city/en/depts/streets/provdrs/graffiti_blasters/svcs/graffitistatus.html,True,0,,1,http://servicetracker.cityofchicago.org/
203,bldgs,Licensed Electrical Contractor information,https://www.cityofchicago.org/content/city/en/depts/bldgs/provdrs/gen_contract/svcs/list_of_licensedelectricalcontractors.html,True,0,,1,http://webapps1.cityofchicago.org/activeecWeb/
204,bldgs,List of Licensed Masons,https://www.cityofchicago.org/content/city/en/depts/bldgs/provdrs/gen_contract/svcs/licensed_mason_contractors.html,True,0,,1,https://webapps1.cityofchicago.org/masonContractorsWeb/
205,bldgs,List of Licensed Plumbing Contractors,https://www.cityofchicago.org/content/city/en/depts/bldgs/provdrs/gen_contract/svcs/licensed_plumbingcontractors.html,True,0,,1,https://webapps1.cityofchicago.org/plumbingContractorsWeb/
206,bacp,Liquor Moratorium / Vote Dry Area,https://www.cityofchicago.org/content/city/en/depts/bacp/provdrs/bus/svcs/liquor_moratoriumvotedryarealook-up.html,True,0,,1,https://gisapps.cityofchicago.org/mapchicago/?layers=liquor
207,bacp,"Status of Retail Food, Hospitality, and Amusement License Application Inspections",https://www.cityofchicago.org/content/city/en/depts/bacp/provdrs/bus/svcs/restaurant_licenseinspectionstatus.html,True,0,,1,https://webapps1.cityofchicago.org/RestaurantSearchWeb/
208,streets,Check Status of Rodent Baiting Service Request,https://www.cityofchicago.org/content/city/en/depts/streets/provdrs/rodent/svcs/rodentbaitstatus.html,True,0,,1,http://servicetracker.cityofchicago.org
209,streets,Check Status of Sanitation Code Violation Service Request,https://www.cityofchicago.org/content/city/en/depts/streets/provdrs/streets_san/svcs/check_status_of_sanitationcodeviolation.html,True,0,,1,http://servicetracker.cityofchicago.org/
210,cdot,Street Closures Listing,https://www.cityofchicago.org/content/city/en/depts/cdot/provdrs/construction_information/svcs/view_today_s_streetclosures.html,False,0,,5,https://webapps1.cityofchicago.org/StreetClosure/org/cityofchicago/streetclosure/cdot/getreport.do | https://gisapps.cityofchicago.org/mapchicago/?LAYERS=TODAYCLOSURES | https://gisapps.cityofchicago.org/mapchicago/?LAYERS=PARTIALTODAYCLOSURES | https://gisapps.cityofchicago.org/mapchicago/?LAYERS=PARTIAL7DAYCLOSURES | https://gisapps.cityofchicago.org/mapchicago/?LAYERS=30DAYCLOSURES
211,streets,Check Status of Tree Debris Removal,https://www.cityofchicago.org/content/city/en/depts/streets/provdrs/forestry/svcs/treedebrisstatus.html,True,0,,1,http://servicetracker.cityofchicago.org/
212,streets,Tree Trim Service Request,https://www.cityofchicago.org/content/city/en/depts/streets/provdrs/forestry/svcs/treetrimstatus.html,True,0,,1,https://servicerequest.cityofchicago.org/web_intake_chic/Controller?op=createsrquery2
215,dps,Services,https://www.cityofchicago.org/content/city/en/depts/dps/provdrs/contract/svcs.html,False,0,,0,
218,dps,Pre-Bid and Pre-Submittal Conference Attendees,https://www.cityofchicago.org/content/city/en/depts/dps/provdrs/contract/svcs/pre-bid_and_pre-submittalconferenceattendees.html,False,0,,0,
220,ovdrs,Building Code Clarifications and Memorandums,https://www.cityofchicago.org/city/en/depts/bldgs/provdrs/stand_plan/svcs/code_clarificationsandinterpretations.html,False,49,https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building Code/IntroMultCodeIterpret2311.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building Code/1Admin2311.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building Code/3UseOccupancy2311.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building Code/4SpecOcc2311.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building Code/5BuildingHeightAreaLimits2311.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building Code/6TypesofConst2311.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building%20Code/Rev7FireRes232011.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building%20Code/GlazinginClassAFireDoors717.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building%20Code/FireRatingsinHoursMinutesFireDoors718.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building%20Code/RoofingMaterials719.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building Code/Rev9FireProtectSyst232011.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building Code/10Exiting_2311.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building%20Code/61314InteriorEnviron.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building Code/16StructLoads2311.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building Code/33SafetyduringConst2311.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building Code/34RenAlter2311.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building%20Code/CodeMemorandumTRESPAMeteon.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building%20Code/CodeMemorandumApprovedHVAC.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building%20Code/CodeMemorandumDrinkingFountainsCommercial.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building%20Code/PublicRestroomsFoodEstablishmentsrevised11272017.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building%20Code/CodeMemorandumRefrigerantsAllowedforUse.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building%20Code/CodeMemorandumSeparationofAirIntakeandExhaust.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building%20Code/CodeMemorandumUL710ListedCommCookHoods.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building%20Code/CodeMemorandumPolypropylenePlastic.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building%20Code/CodeMemorandumUseofPortHandSinks.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building%20Code/CodeMemorandumMasonryReferenceStandards.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building%20Code/CodeMemorandumSoilImprovementSystems.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building%20Code/CodeMemorandumSkipHoistAnchorageIntervals041116.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building%20Code/CodeMemorandumSkylightsUsedforNaturalLightandVent.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building%20Code/CodeMemorandumGlassStructuralGuardrailsHandrails.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building%20Code/CodeMemorandumGlassStructuralAwningsCanopies.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building%20Code/CodeMemorandumRoofingRequiremensRev.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building%20Code/CodeMemorandumEarthRetentionSystems.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building%20Code/CodeMemorandumFireEmergencyOpExistingElevators.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building%20Code/CodeMemorandumGasDistributionPipingInsideBldngsRev.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building%20Code/CodeMemorandumNaturalLightVentilationReqBase.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building%20Code/CodeMemoResidentialColdFormedSteelFraming.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building%20Code/CodeMemorandumPileDeepFoundations061517.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building%20Code/CodeMemorandumSitandStandMotorizedWorkStations.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building%20Code/CodeMemorandumElectricalAdministrativeReliefnotreq.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building%20Code/CodeMemorandumPlenumAirTerminalUnits.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building%20Code/CodeMemorandumSeparateWiringEmergcyElectSystems.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building%20Code/CodeMemorandumElectricalWorkExBuildingRehab.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building%20Code/CodeMemorandumKONEUltraRopeSuspensionMeansProduct1.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building%20Code/CodeMemorandumKONEJumpLiftSystemj.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building%20Code/CodeMemorandumEnergyConsCodeWorkExBuildings.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building%20Code/CodeMemorandumSingleUserUnisexRestrooms.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building%20Code/CodeMemorandumDoorUndercutMakeupTransfer.pdf | https://www.cityofchicago.org/content/dam/city/depts/bldgs/general/Building%20Code/CodeMemorandumPowerVentilatorsRestaurantExhaust.pdf,1,http://www.amlegal.com/library/il/chicago.shtml
223,cdph,Services,https://www.cityofchicago.org/content/city/en/depts/cdph/provdrs/health_services/svcs.html,False,0,,0,
225,other,Services,https://www.cityofchicago.org/content/city/en/depts/other/provdrs/ccco/svcs.html,False,0,,0,
228,mayor,Find Your Ward and Alderman,https://www.cityofchicago.org/content/city/en/depts/mayor/provdrs/your_ward_and_alderman/svcs/find_my_alderman.html,False,1,https://www.cityofchicago.org/content/dam/city/about/banners/WardsOverviewMap.pdf,6,http://www.chicagosistercities.com/ | http://www.mayorscaucus.org/ | http://www.worldbusinesschicago.com/ | http://www.glslcities.org/ | http://www.chicagoelections.com/en/your-voter-information.html | https://webapps1.cityofchicago.org/ezbuy/geoWardLookup.do
229,mayor,Services,https://www.cityofchicago.org/content/city/en/depts/mayor/provdrs/your_ward_and_alderman/svcs.html,False,0,,0,
230,cdph,Adolescent and School Health,https://www.cityofchicago.org/content/city/en/depts/cdph/provdrs/health_promotion/svcs/the_office_of_adolescentandschoolhealth.html,False,1,https://www.cityofchicago.org/content/dam/city/depts/cdph/tobacco_alchohol_and_drug_abuse/2016ChicagoOpioidReport.pdf,12,https://visitor.r20.constantcontact.com/manage/optin/ea?v=001jsw_pnV76tUmSNJOdEkYeA%253D%253D | http://www.cookcountyclerk.com/vitalrecords/Pages/default.aspx | https://servicerequest.cityofchicago.org/web_intake_chic/Controller | https://www.stopzikachicago.org/ | http://www.healthychicagobabies.org | http://resources.healthychicagobabies.org/ | http://www.chataboutit.org | http://www.chicagowearscondoms.com | http://mailto:cwc@cityofchicago.org | http://mailto:dental@cityofchicago.org | http://mailto:vision@cityofchicago.org | http://www.chataboutit.org/en/
231,ethics,Aldermanic Disclosures,https://www.cityofchicago.org/content/city/en/depts/ethics/provdrs/reg/svcs/alderrecusals.html,False,158,https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2018/1-594-BURKE-14.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2017/1-578-burke-14.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2017/2-579-burke-14.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2017/2-580-maldonado-26.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2017/3-581-Burke-14.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2017/3-582-Tunney-44.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2017/4-583-Burke-14.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2017/4-584-Maldonado-26.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2017/5-585-burke-14.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2017/7-587-maldonado-26.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2017/7-588-burke-14.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2017/8-589-burke-14.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2017/11-590-burke-14.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2017/11-591-burke-14.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2017/11-592-burke-14.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2017/12-593-burke-14.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2016/1-559-Burke-14.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2016/2-560-burke-14.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2016/3-561-burke-14.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2016/4-562-burke-14.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2016/4-563-tunney-44.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2016/5-564-tunney-44.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2016/5-565-burke-14.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2016/6-566-burke-14.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2016/6-567-maldonado-26.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2016/7-568-Burke-14.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2016/7-569-Tunney-44.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2016/7-570-OConnor-40.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2016/8-571-Tunney-44.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2016/8-572-Burke-14.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2016/9-573-Burke-14.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2016/10-574-Maldonado-26.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2016/10-575-Burke-14.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2016/11-576-Burke-14.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2016/11-577-Burke-14.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2014/12-535-Tunney.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2015/1-536-Moreno.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2015/2-537-Burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2015/3-538-Pawar.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2015/3-539-tunney.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2015/3-540-tunney.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2015/4-541-Tunney.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2015/4-542-burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2015/4-543-Smith.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2015/4-544-Tunney.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2015/4-545-Pawar.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2015/4-546-burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2015/6-547-burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2015/6-548-burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2015/6-549-pawar.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2015/7-550-burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2015/9-551-burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2015/10-553-burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2015/10-554-burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2015/10-555-Villegas-36.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2015/11-556-Burke-14.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2015/12-557-Burke-14.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2015/12-558-Tunney-44.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2014/1-512-Burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2014/2-513-burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2014/2-514-tunney.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2014/3-515Burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2014/4-516Burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2014/5-517Burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2014/6-518Tunney.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2014/6-519Burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2014/7-520Tunney.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2014/7-521Burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2014/7-522Burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2014/8-523-Burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2014/10-524-Burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2014/10-525-Maldonado.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2014/10-526-OConnor.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2014/10-527-Tunney.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2014/10-528-burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2014/11-529-oconnor.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2014/11-530-maldonado.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2014/11-531-burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2014/11-532-moreno.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2014/12-533Burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2015/1-534-Burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2013/2-491-.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2013/Burke3-495.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2013/4-496-Thomas.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2013/4-497-burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2013/Burke-5-498.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2013/LThomas-6-499.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2013/LThomas-6-499a.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2013/10-504-Burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2013/11-505-Tunney.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2013/11-506-Burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2013/11-507-AldThomas.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2013/11-508-AldBurke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2013/11-509-AldMoore.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2013/12-510-Burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2013/12-511-Burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2012/1-475-burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2012/2-476-burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2012/3-477-burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2012/Burke-3-478.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2012/burke-5-479.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2012/6-480-burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2012/7-481-AldBurke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2012/7-482-burns.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2012/8-483-burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2012/9-484-LThomas.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2012/9-484a-LThomas.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2012/9-485-Burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2012/10-486-Burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2011/1-459-burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2011/1-460-burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2011/3-461-burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2011/3-462-Burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2011/4-463-Burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2011/5-464-Burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2011/6-465-AldBurke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2011/7-466Cochran.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2011/7-467-Burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2011/8-468-Burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2011/9-469-Burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2011/10-470Burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2011/11-471Solis.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2011/11-472-burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2011/11-473-Burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2011/12-474-burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/January10/1-441-oconnor.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/January10/1-442-burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/February10/2-443-rugai.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/February10/2-444-burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/March10/3-445-burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/April2010/burke-4-447.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/May2010/burke-448.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/June2010/6-449-thompson.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/June2010/6-450-burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/July2010/7-451-burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2010AUGfwd/8-452-burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2010AUGfwd/9-453-burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2010AUGfwd/10-454-allen.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2010AUGfwd/10-455-burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2010AUGfwd/11-456-burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2010AUGfwd/11-457-Austin.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2010AUGfwd/11-457a-Austin.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/2010AUGfwd/12-458-Burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/July09/7-428-banks.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/July09/7-428a-banks.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/July09/7-429-burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/July09/7-430-allen.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/August09/8-431-banks.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/August09/8-431a-banks.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/August09/8-432-burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/August09/8-433-rugai.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/september09/burke-9-434.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/october09/10-435-burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/october09/10-436-mell.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/october09/10-437-burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/november09/11-438-burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/december09/12-439-burke.pdf | https://www.cityofchicago.org/content/dam/city/depts/ethics/general/Recusals/december09/12-440-burke.pdf,0,
232,cdot,Are you Rain Ready?,https://www.cityofchicago.org/content/city/en/depts/cdot/provdrs/conservation_outreachgreenprograms/svcs/chicago_sustainablebackyardprogram.html,False,0,,1,http://rainready.org/
233,cdot,Sidewalks Or Bike Lane Snow Removal Request,https://www.cityofchicago.org/content/city/en/depts/cdot/provdrs/ped/svcs/snowremoval.html,True,0,,1,https://servicerequest.cityofchicago.org/web_intake_chic/Controller?op=locform&invSRType=SWSNOREM&invSRDesc=Snow%20-%20Uncleared%20Sidewalk&locreq=N&stnumreqd=N
